7569;;tolop ;akCnb mtMd pib KusumN ; mhAC tolop yAMn piCp TbC tOI;noun
7570;;smudr_, mhAsAgr__ ;IsiQgi yAMn cAUb IpAC ; hind_ mhAsAgr mAleMgi ahuMsub Kw_AIdgi cAUb smudr_ni;noun
7572;;mrYbAC_niQb, mrYbAC_nuQsib ;mmA lYbACpu TmoI seQn miToI-miheNb aoIhNniQb misC ; aAjAd Bgt siQhguMb mrYbAC piQbsiQn mrYbACpu mniQ-mKA tMnbgidCt mTwAI kxlMmi;noun
7573;;hAIjb, nonjb, nijb ;kriguMb am PQnb yAMn UpAI lYtbgi maoQ Uxpgi TbC ; rAMn mhACki mpud pYsAgidmCt hAIjb adu mreMb TbC;noun
7574;;siQgr_eQ ;koCki sMbu sMjexn myAId KAIdoCtun TMb priQ ; mpuroIb lYb nupin mhACki siQgr_eQd siNdur hAFpi;noun
7577;;cACp, wAIb ;mYnciQbg sMnbdgi amAQ-atA ToChNb nxtr_g lOb yAhNdb ; lAIriC asigi cenA Kr mYn cACKr_e;verb
7578;;nib ;knAguMb amdgi kriguMb Kr lOb pAMbgi ITiL PoQdoCp ; mhACn adoMdgi kriguMb Kr niri;verb
7582;;sAhiQ_cAb, sA-qA_cAb ;sA-qAbu mciNjAC aoIb ; noQsA sAhiQ cAb jibni;adjective
7584;;lMpAC, lMjAU, lMhAQ ;pAC-cAUb lYteM mANnb mPM ; aqAQsiQn lMpACt sANnri;noun
7585;;boI, leKA_boI, noxbuC ;aduguMb lAIriC mcA msid KzhOnbgidmC kriguMb Kr IsiLli ; mhYroIsiQn sbjeC KudiQgi boI ammM TMgdbni;noun
7586;;doj ;hidACki aduguMb cAQ msi amuCtzd cAgdb nxtr_g TCkdb ; hidACki doj anirC TClb PAUb lAIhO hNdr_i;noun
7591;;cYtF ;kriguMb myeC amd sw_r tFpgi KudM ; mi hAIb wAhYsid Igi cYtF hAFpi;noun
7592;;aruMb, mruM, mKN, mKL ;kriguMb pox amgi luMbgi cAQ ; pox asigi aruMb kyAno?;noun
7594;;meF ;mAleMgi kriguMb mPM amgi mrMd lYPMnciQbgi mrMd tACp ayeCp lAI am msid lYbAC, tureL amdi ciQnciQb Uxli ; msi BArxki lYqACloNgi meFni;noun
7596;;ayAb_pib ;knAguMbn TAQgxlCp wAPMbu yAb nxtr_g kriguMb TbC ambu tOnbgidmC yAre hAIb ; aojAn aYKoIgi TbC asibu ayAb pibire;verb
7597;;nAkL_ahuM_loQb ;nAkL amhum PAQdu lYb maoQ ; mhAC nAkL ahuM loQb kA amd lYrMmi;adjective
7598;;KuruMniQqAI_aoIb ;koCnonb yAb aoIb ; ImA-IpA amsuQ aojAsiQ KuruMniQqAIni;adjective
7599;;IkAIniQqAI_aoIb, IkAIb_yAb ;knAguMbgi Ikx soCp yAb aoIb ; rAMn sy_AMgi mAyoCt IkAIniQqAI aoIb wAkx TAQgxlMmi;noun
7601;;ayAb ;aTiQb lYtr_b ; msi srkArgi ayAb PQlb luFni;noun
7602;;myATOb ;aTOb myA pANb ; mhACn myATOb KuxlAI amn liNd yANsiNle;adjective
7603;;noxbuC ;kriguMb Kr niQsiQnbgi Inb boI mcAnciQb ; mhACn sNdoCn tAClib mi adugi mru aoIb sNdoC wAhY KudiQmC nox buC adud IsLle;noun
7604;;aoNb ;kriguMb pox amgi mrAC-myuQgi cAQ yeQb ; mhACn mitr_d Pi adu aoNdun lYrMmi;verb
7605;;KoQmi ;IhAN hANn cxkdb str_Qgi mru ; mhAC yAmN kNn hoxnrb mtuQd KoQmi adu kLle;noun
7606;;kes ;wAkxp, mrAL, hCnciQbgi tANToC-tANsiNg mri lYnb hirMd mrY yexnb msi wAyeLszgi mmAQd knAguMb amgi mAIkYdgi acuMb wAyeLgidmC wAkxli ; kes asi wAyeLszd pNdun lYri;noun
7610;;aoMcACnb ;nuQsix-nuQsA PQddun yAMn sAbgi PiPM ; kA asi yAMn aoMcACnb aoIre;noun
7611;;suMhxyAI_pubi_nupi ;atoFpbu mhACki KuduM mKAd TMb qMb mtiC ; knAguMb Krdi asuMn TAjY mdudi lAIniQb-lMboIbbu suMhxyAI pubi nupin IrAI lAIn KuduM cNb qMmi;noun
7613;;suMhxp_qMb_mhY, suMxyAi_pub_mhY ;atoFpbu mhACki mKAd TMb qMb mhY ; mNtr_-jNtr_ sAnb mi suMhxp qMb mhY sijiNndun mohNbu KuduMcNlMmi;noun
7614;;aAjA-pujAd, lAIroN-tiLloN ;kriguMb TbC-TOrM am tOb mtMd lAIniQ-lAIsoNg mri lYnb cxn-loNcx pAQToCpgi TbC ; aYhAC aAjA-pujAd TAjb qMde;noun
7615;;mANnb ;maoQ-mtOnciQbd KeNnb aoIdb ; pox ani asi mANnb aoI;noun
7616;;TiQnb, qACToCnb ;kriguMb ambu yAdNb, hNdoCNb qACp ; melriyA sNdoClCtr_iqY mAQjOnn KuQgQsiQd melriyA TiQnb hidAC yeNToCle;adjective
7617;;hAxp_qMb ;mAQhN-tAChNb qMbgi TOnA-pAQgL ceNb ; msi hu hAxp qMb hidACni;adjective
7619;;hNjiNb ;kriguMb TbC ambu ani nxtr_g anidgi heNn tOb ; KoNToC ToChNb qMb kAyAxsiQn niCpd hNjiNbdgi KoNToCki ITCsiQ ToClCI;noun
7620;;sAtANb, sikAr_tOb ;jQgLd lYb sAsiQbu hAxp ; mmAQqYgi mtMd niQTOsiQ nuQqAIb aoIn sAtANb cxnrMmi;verb
7622;;hAxp, TwAI_mAQhNb, TwAI_lOb, puNsi_piKMnhNb, aroIb_yAhiF_tALhNb, TwAIg_hCcAQg_KAInhNb, yAIbi_lOb, lANbib ;puNsibu loIsiNb ; lALhObsiQn miaoI mqA hAxle;verb
7623;;puCniQ_PATb, puCniQ_lACsiNb ;apAMbbu TiQb ; aY sitAbu UNnb yAMn pAMlMmi adubu mhACki maoQdu Ubd puCniQ PATjrMmi;verb
7624;;Punb, nMnb ;mKux-mKoQ yAUdun Kxnbgi maoQ ; mKoI ani yAMkNn PunrMmi;noun
7625;;lMjiQ_mKAd, mKA_poNn ;knAguMb amgi yATQgi mtuQ INn tOb TbC ; TbC asi mejr coprAgi lMjiQ mKAd tOribni;noun
7627;;mtM_aoNnb_poxsC, puQsiQ_tACnb_pox ;akCnb mtM Kznb pox ; puQ, minixnciQb asi mtM aoNnb poxsCni;noun
7628;;aeCsAIj_diyuti ;yu, kAninciQb myAkAb poxlMsiQ puToCpgidmC srkArd kAb KAjnA ; yu puToCp kMpnisiQ aeCsAIj diyuti Tib tAI;noun
7629;;InACKuNb, pYsA_pAIb, mrL_lYb, lNgi_mpu_aoIb ;lNTuM mrAQ kAIn lYb mi ; mAleM asid InACKuNbmigi awAxp lYte;noun
7630;;jFmAlA ;aduguMb preQ msibu Kuxn pAIrg mdugi mru ammMd lAIsoN soLli ; rADesy_AMn mtM cuFpd jFmAlAdu mhACki mnACt aduM TMmi;noun
7631;;mri-mri_sMTb, jiri-jiri_ceNb ;areFp lYtb cxTb ; sr_imti mlilC mri-mri sMTdun wA qAQli;adjective
7632;;ciQsAQ_preQ, loIbi_ciQsAQ_preQ ;acuMb priQ amd yAMn sAQn sAQn sNdoCtun lYb ciQ ; reLgArin ciQsAQ preQsiQgi mrCt PAUdun ceLlCli;noun
7633;;mmiQ-yAUdb, mmiQ_loxp, mmiQ-pNdb_misCloxp ;Irib misC adugi mmiQ-mTAnciQb Idb ; aYKoI qsimC misC loxp ciTi am PQqe;adjective
7637;;dukANdAr, poxyoNb_mi ;dukANd PMdun pox yoLlib mi ; dukANdAr asi aYg sC KznY;noun
7639;;mAli ;hYkoN-lYkoNgi pAMbinciQbsiQgi IsiQ cAIb amsuQ mdugi qAC seNbgi TbC tOrib misC ; mAlin hYkoN-lYkoNd apiCp pAMbisiQ TAri;noun
7643;;sib, TwAI_TAb, TwAI_mAQb, noQgAb, lYtb, korO_noQgAb, lAIgi_KuyA_tANb, TuFp, lANb, TwAIg_hCcAQg_KAInb, amz_yAIToQ_kuMb, amz_TrY_kuMb, KMnuQ_swA_tANb, lYciN_KoQnexnb, mYtANn_wAKYb ;hCcAQdgi TwAIn mpAN ToCKib ; KudoQTib TOdoCtud soClb midu qsi ayuC siKr_e;verb
7644;;mAQhN-tAChNb, nYKAIb, myeQ_tAhNb, UjAr_melA_sAb, msC_muxTxp ;amAQ-atA ToChNb ; niQTOgi lANmisiQn KuQgz puMnmC mAQhN- tAChNKr_e;verb
7645;;seQdoCp, tYToCp, nANToCp ;amoxpnciQbbu kNn tCtun lOToCp ; mhACn ahNb Pin gAri seQdoCli;verb
7647;;aTuM-ahAU, acApox ;cAnb aTuMb poxlMsiQ ; mhAC aTuM-ahAU cAb yAMn pAMjY;noun
7648;;awoNb, aoLlb ;sruM-luMd ayAM-yAMd cAQ yeQlb aoIb ; ceQ asi awoNbni;adjective
7649;;KubAM ;sA-UceCki KjiLgi mnuQd ; Uci adu noQsAgi KubAM mnuQd TurMmi;noun
7652;;minix ;sekeNd huMPu ; aYKoI puMnMCn minix trA PAUb adoMbu qAIrMi;noun
7653;;aeNsAQd mru mrAQ aoIn TACp yAb aKAb, amub, apiCp, mtuM tAb mru am ; aYgi ;noun
7654;;loAL_mric ;mKL amgi asAb aqAQb mhY am msi aeNsAQd mru mrAQ aoIn sijiNnY ; sA ToQbd lALmric kA-heNn TACmNKibn yAMn sAre;noun
7655;;nuQsib_Unb_cxp ;TANnKib mPMd nuQsibbu UNnb cxpgi TOaoQ ; bidy_Aptigi sYreQd rADAn nuQsib Unb cxpgi mtAQ yAMn Pjn Uxli;noun
7656;;tiNnPM, puNPM ;ani nxtr_g anidgi heNb tureLsiQgi tiNnb mPM ; pr_yAgt gQgA, jmunA amsuQ srswti gi tiNnPMni;noun
7658;;lYbAC_qACp, lYbAC_qACpi ;lYbAC amgi aP-Pxt yeQsNdun, qAC-seNbgi mru aoIb TOdAQ lOrib mpu ; sr_imti INdirA gANDi yAMn hY-siQbi lYbAC qACpi amni;noun
7660;;puNsiNb, PMjiNb, yoMsiNb ;mPM amd puMnmC lYsNb nxtr_g mci seQdn lYb ; aqAQ puMnmC lMpAC adud puNsiNdun lYre;verb
7661;;mcA_kAIb, aqAQ_kAIb ;aqAQ poCp mtM aoIdr_iqYd kriguMb am tOdun miroLlib aqAQ adu aoIb qMdb ; siridgi nANTdun mmO adugi mcA kAIb aoIre;noun
7662;;sAb ;IQb nxtb ; kox asi yAMn sAI;adjective
7663;;PQb ;kriguMb am aYgi aoIb ; aYhAC rAMdgi lupA cAm PQqe;verb
7664;;UNnb, TeQnb ;sCk-sCk aoNsiNnb ; mhACn yuMPALd mhACki mri-mtA siQg UNnrMmi;verb
7665;;cF_mANnn_KeNnb ;kriguMb Krd Kenb Urib adudsu amg-amg mAnb aoIb ; st_esN asidgi mTQgi st_esN PAUb cF mANnn KeNnb reLgi tAlisiQ sAQdoCKirMmi;adjective
7666;;aoCp, qACp ;tArCpdgi soCtnb kNb ; ahuMsub mToNdgi BArCp aqAQ adu pAKQ amn ceNsindun aoCle;verb
7667;;heroIn ;nisA cuhNb qMb poxsC am ; mhACn heroIn loNn puriqYd PArMmi;noun
7668;;aArb, aArb_lYbAC ;msigi KA-noQpoCt aomAN lY ; aArb TAU KonigidmCt mAleMd mmiQ cxli;noun
7669;;tiNnPM_aoIb, puNPM_aoIb ;ani nxtr_g anidgi heNb poxsiQ puNsiNnb ; pr_yAgx gzgA amsuQ ymunA tureLgi tiNnPM aoI;verb
7670;;sMjiNnb, puNsiNnb ;toqANn trAb poxpu nFsiNndun amxt aoIhNb ; cOkr_i asigi ateCp KuxpAIPM adu sMjiNnre;verb
7671;;puNsiNb, tiNnb ;mhi lAQb poxsC ani amxt aoIhNb ; kYdOqYdsu TAUd IsiQ yANb yAde;verb
7672;;arbi ;aArb lYbACki loL ; lAIriC asi arbid Ibni;noun
7674;;tuQsiNb, tAsiNb ;ammt aoIn puNsiNb ; yuM sAnbgidmCt mhACn kNn hoxndun pYsA ammM tuQsiNli;verb
7677;;purCp, aoIhNb, puNsiNb ;IsAgi mAIkYroMd lYhNb ; UkiLn mhACki mAIyoCt lYb sAmi adubu mhACki mAIkYd purClMmi;verb
7680;;aArb_mcA, aArbki_mi, aArbki_pr_jA ;aArb lYbACt KuNdb mi ; aArb mcA kyA aYgi aPb mruFni;noun
7681;;curuF ;cejex hidAC mnA asub yoMlg mY cudun mYKu ciQnb ; curuF TCpn hCcAQd amAQb pi;noun
7682;;sitAmisr_i ;suQdoClb amdi PMjiLlb mru aoIb cini msi cA loNbd sijiNnb cinidgi mpoF cAUb heLli ; mhAC sitAmisr_i cAri;noun
7683;;mistr_i ;yuM sAb hYb mi ; BbN nxtr_g yuMjAU asi Kux-sA hYrb mistr_isiQn sAKibni;noun
7687;;aArb ;aArbk mri lYnb ; hoteL asid aArbki aeNsAQgi mhAU lOb Pzgni;adjective
7688;;myA TOb KuxlAIn koCki sM lOToCpgi TOaoQ ; aYgi ;noun
7689;;lu_koCp ;hiNdusiQgi cxnbi trAtruCki mnuQd ammdud nupAmcAgi koCki sM kCTxli ; mhACn brAnsid mhACki mcAgi lu koCp tOhLlMmi;noun
7691;;kCp ;koloMn ciQdun lALle hAIb tACp ; aojAn arANb pAUKuM adu kCle;verb
7692;;aoNsiNdun_cAb_misC ;msAgi kAnnbgidmC atoFpbu mAQhN tAChNb misC ; qACseNbirib min aoNsiNdun cAb misC aoIrCpdi knAsu krisu tOb qMde;noun
7695;;IcAUnQlb ;IsiQ-IcAU ToClb ; PMnAIbn IcAUnQlb mPMsiQd koIrMmi;adjective
7697;;luhuF, koCToN ;lAIsiQ, niQTOsiQgi mkoCt UFp koCki lYteQ am ; niQTOgi mkoCt luhuFn qANToIri;noun
7699;;IsiQ-IcAUn_soChLlb ;IsiQ cAUbn mrM aoIdun ; lYqACpn IsiQ-IcAUn soChLlb misiQbu pAQb yAb mteQ pAQli;adjective
7701;;suMhxp, puCniQ_hub ;puCniQ-wAKL ciQsNbgi mtO ; sikAgogi PQsN adud bibekANnd gi wAroLn miyAMbu suMhxle;adjective
7702;;puCniQ_suMhxlb ;puCniQ ciQsiLlb aoIb ; sYsCpgi IsYd puCniQ suMhxlb pr_jAn KubAC Kub PAUb kAUrMmi;adjective
7704;;hQciC_lAQb, nuQsix-nuQsA_lAQb ;nuQsix mrAQ kAIn sixp aoIb ; mhACki yuM hQciC lAQI;adjective
7706;;sA-sNgi_lAIyeQb ;sAsiQbu Pjn, yoCp-TACp, lAIyeQbnciQbgi mrMd TijiN-huMjiNdun nYnb, tMbgi TbC ; rAkes sA-sNgi lAIyeQbgi mhYroIni;noun
7707;;KubAM, KuxtuM ;Kuxki KuxsAsiQbu TeCciLlg KubAMd pAIsiNbgi TOaoQ ; aqAQn seNbu mhACki KubAMd pAIsiLlMmi;noun
7708;;KubAM ;KuxsAsiQn pAIsiNb qMb pox ; mhACn ceQdgi KubAM ahuM-mri lOToClg cACnibd pirMmi;noun
7710;;hCcAQ_nMb, KuduMn_sub ;KuduM tAsiNdun coCTrb hCcAQ teKxnbgidmCt tC-tC Pub ; seTpu sebkrAMn hCcAQ nMli;noun
7711;;sApA_nMb_mi ;pAU cenciQbgi aduguMb mkoC ToQb misC mhACn mdubu nMbgi TOdAQ lOI amsuQ cxn-pTAFki mtuQINn nMlib poxsC adugi wAPM KudiQmCki mhACn dAyitw_ lOI ; sApA nMb min pAU asibu nMdr_iqYgi mmAQd msid seMdoC-seMjiN Kr tOrMmi;noun
7712;;sCPM, PiBM, msC ;leFtun lYb, PMdun lYbnciQbgi hCcAQgu mpQ-mtO ; Potto asid adoMgi sCPM adun tACli mdudi adoM tuMdun lYre;noun
7713;;biyAr ;nisA yAMn kAdb mirMgi aoIb yA mKL am ; biyArgi mguNdi mAgi mhAU amsuQ mnMd leFpi;noun
7714;;spA ;IsAgi aoIb sCtAC KudM ; mhACn ced nMb spAgi mTCt soI tOre;noun
7715;;br_Ndi ;mirMgi aoIb nisA yAMn kAb yu mKL am ; mhAC br_Ndi TCli;noun
7716;;nMToClb ;nMbgi TbC loIrb ; lAIriC asi srkArgi pr_estgi nMToClCle;adjective
7718;;wAKL_lOsiQ_lYb, gy_AN_lYb, koC_lYb, asiQb ;kriguMb amgi mrMd KQgN-hYgNb aoIb mi ; 'mmAQqYdgi hOn BArx asi wAKL lOsiQ lYbmisiQgi lYbAC aoIri;noun
7719;;noQqALlMdAI, noQqALlMdAI_yuTC ;numix mpuM ambu sAb mtMgi ahuMsub sruC ; mhAC numix KudiQgi noQqALlMdAId hOgxli;noun
7720;;bodkA ;mcusQb amsuQ ake-amOgi poxlM seMb yAb lYnuQd pANb hwAI mKL am ; mhACn yu yoNb dukANdgi bodkA liCli am lYre;noun
7721;;hwAI_muC ;akuFp mhY mroQ am msi hwAI aoIn cAnY amsuQ msid pr_otiNgi cAQ yAMn neMn yAUI ; hwAI muC asi aYn yAMn pAMjY;noun
7722;;lYbAChwAI ;bAdAMguMb mhY am msi lYbAC mnuQd  pALli ; mhAC lYbAChwAI cAri;noun
7723;;lYbAC_hwAI ;TAU suQb yAb amsuQ ake-amOgi poxlMseMb yAb lYnuQd pANb hwAI mKL am ; mhACn lYbAC hwAIbu mru PQn hAxtoClMmi;noun
7724;;hCki_IsiQ, yuQ ;hCcAQgi aduguMb mhu ceNb mhi msi hCcAQgi mKA Tzb mAIkYd nxtr_g hCcAQToQdgi TorCI ; mnA msiQgi lAyeQd hCki IsiQbu hidAC aoIn sijiNnbgi pTAFsiQ yAUI;noun
7725;;lAIgi_mitM, lAIgi_murti ;lAI amgi sCtMbu sAgxlb msC ; lAIgi mitM asi mugoLgi mtMgini;noun
7726;;yuMPM ;kriguMb amgi mruaoIb mrMg mri lYnb ; acuMb, hiQsA tOdb amsuQ acuMb hAIbse lYbAC mcA tAb aoIbgi yuMPM amni;adjective
7727;;mulA ;mnAmsiQ amgi sAQtC tOb mru mdu cAbd TumtC tOb, hiQn cAbsu yAb ; mhAC ateCp mulA sAIri;noun
7728;;kANnb ;aPb pib mguN am ; mtMgi kANnbbu KQdbmidi niQqMlCte;noun
7729;;lMbi ;pr_Tibigi meru amdgi atoFp meru PAUb wAKLn ciQb lYI ; pr_Tibin msAgi lMbid koIjY;noun
7731;;wAIsixp ;amAQsznciQb seQbgi TbC tOb misC ; wAIsixpn amAQsz adu Pjn seQlMde;noun
7732;;ahily_A ;gOtM risin sAF tObd nuQ aoNKibi mhACki nupi ; BgbAN rAMn soCpibdgi ahily_An lzjKib KibiC koCpirMmi;noun
7733;;lYteM_mANnb_lYmAI ;mmAI wAQb mANnb lYbAC ; lYteM mANnb lYmAId lO Ub lAI;noun
7734;;moInA ;midon wA qAQb qMb amub UceC mKL am ; moInAbu misiQn msAgi yuMsiQd yoCnY;noun
7737;;mreC ;TAUgi mTCt kAb anQbguMb msC ; mhAC TAUgi mreC seQdoCli;noun
7738;;apACp, arAUb ;kriguMb pox amgi mrACt yAMn cAUb nxtr_g aKub aoIdb ; msi yAMn pACp lMbini;adjective
7739;;mAITib ;mAI pACp aoIdb ; mhABArtki lANPMd kOrb mAITire;verb
7740;;KoIhNb ;kriguMb atiQb pox ambu koLhNb ; mhACn yoxsAQ adu KoIhLli;verb
7741;;KoIru ;KoIrAdgi suQlg ToCp pox ; silAn KoIrudgi Pj-Pjrb lAIPdibi sAI;noun
7743;;TAQgApAx ;IsiQ lYb arub koM msi lNbNgi mAIkY mrid koIsiLli ; lANbN asigi mAIkY mrid TAQgApAx tObgi TbC hOre;noun
7745;;apAM_mihO, klC-KmN ;aYgi aoIniQbgi wAKLlon ; lAIniQb misiQdi apAM mihO cQde;noun
7746;;seLyeC ;snA nxtr_g cANdigi akoIb pox ; niQTOn mnA aoIn sYreQb adubu snAgi seLyeC ani piri;noun
7747;;rM ;cudgi suQb yu mKL am ; mhAC yuMd mtoMt PMlg rM TCli;noun
7749;;TOdoC_ToCPM ;aduguMb mPM adud kriguMb TOdoC am ToCKib aoIb ; pulis TiNTdn TOdoC ToCPM adud KuQlMmi;noun
7750;;mKurA ;mmAgi mnAUnupi lOb nupA ; mhAC qsi mhACki mKurAgi myuMd cxkni;noun
7752;;yjurbed ;bed mrigi mnuQd am mdud mY hOdun IrAxpgi niyM amsuQ wAroL yAaoI ; mhAC cAQnAIn yjurbed pAI;noun
7753;;KoQTAQ ;kriguMb pANdM ambu PznbgidmC lOb KoQcx ; srkArn miyAMbu lAIriC myeC cxnbgidmCt lAIriC cxpgi KoQTAQ lOrMmi;noun
7756;;lAI_KuruMbgi_KoQcxt ;lAIniQ-lAIsoNgi pANdM nxtr_g niQjbdgi aseQb mPMd KuruMb IrAxpnciQbgidmC cxpgi TOaoQ ; chi KudiQgi mi lisiQ lisiQn amrnATki lAI KuruMbgi KoQcxt cxli;noun
7757;;lMkoIb ;toqAN-toqANb mPMsiQ yeQnb koIn cxp misiQ ; tAjmhL yeQnbgidmC chi KudiQgi lMkoIb lAK kyA lACI;noun
7759;;puNsiNnb ;amg amg tAIsiNnb, sMjiNnb ; puNsiNnb wAhYbu smAs koI;adjective
7760;;tuT_pest_, yAhidAC ;yA seQnb hidC ; numix KudiQ tuT pest_n yA seQdoClbdi yA lQtr_C lQn lY;noun
7762;;gr_hsiQ_puNsiNb ;mAIpAClb gr_hn yeQbdgi miaoIbgi puNsid ToC TOdoC tACp mhYgi mtuQ INb PibM mdudi rAsi amgi sruC amd gr_h myAM puNsiLlCp ; mAIcO IbuQqon kuTi yeQlg hAIrMmi mdudi adoM mtM asid gr_hsiQ puNsiNbgi KudoQTib mAIyoCnri;noun
7763;;seN_toNdb, seN_pusiNdb ;atoFpgi lN-TuM siQgdOb lYtb ; seN toNdb mitn nuQqAIn lYb qMmi;adjective
7764;;Ajtr__A_puQPM ;kriguMb akCnb TbC TOrM amgi aPb mtM am ; hOjiC luhoQbgi jAtr_A puQPM nxte;noun
7765;;yog ;hCcAQ sAQjeL aoIb mhYd yAxToCtun TMlb TbC mdugi mteQn puCniQ wAKLbu KuduM cNsiLli ; mhAC numix KudiQgi yog tOI;noun
7766;;mri ;kriguMb amg sMnbgi PiBM lYb ; TbC asig rAMg mri amxt lYnde;noun
7770;;TOrM-TOrAQ, sk_iM ;kriguMb TbC amgi pANdMbu mAIpACnbgidmC hANnn yAToClg TOrAQ tOdun TMlb TbC ; hNdCmuCti BArxki seL-TuMgi PiBMd mixyeQ TMlg TOrM-TOrAQsiQ seMgdOri;noun
7773;;muCnAroI, mN_tOb_mi ;sANnroI anin amn ambu nMTnb hoxnb msid nzgNn lYbAC soCtnb hoxnY ; qsi muCnA sANnPMd mmiQ lYrb muCnAroIsiQgi lAMbA lY;noun
7774;;lANmi, siPAI ;KuxlAI pAIrg mrYbACkidmC lAN soCnb misC ; mhAC yAMn TOnAS Pb lANmini;noun
7775;;yAUsz ;lMtAgi purnimA numixt mY TAdun, aAber tYndun pAQToCp hiNdugi kuMhY mKL am ; BArxt yAUsz kuMhY yAMn cAUn pAQToCI;noun
7776;;puNsiLb, yANsiNrb ;kriguMb amg apuNb aoIrb ; hwAI, cAC, tL, mnAMsiQgi aeNsAQ slAdnciQb puNsiLb cAC-aeNsAQ di lYtn hAUI;adjective
7778;;kArbAr_tOb_mi, lloN_ItiCki_TbC, kArbAri ;pox-cYnciQb yoNbgi TbC tOb mi ; reNsM PQdbdgi miPAbsiQ adun kArbAr tOb mi adubu hAxlMmi;noun
7779;;yANsiNnb ;kriguMbg puLlb aoIb ; aesid amsuQ alkAlAINgi TOaoQdgi yANsiNnb pox seMmi;adjective
7780;;lilA_Ib_misC ;PMbACt sANnnb wAri Ib misC ; seks_piyr aPAUb lilA Ib misC amni;noun
7781;;mc-ukAgi, mcu-mcugi ;toqAN-toqANb mcugi aoIb ; KuQgxgi jgoId mcukAgi Pijex sextun amuCk heNn PjhlMmi;adjective
7782;;PAgi_tOgNb_misC, PAgi_pub_misC ;mhACki wAqAQn atoFp misiQbu noChNb misC ; ItYIbuQqo PAgi yAMn tOgNb misCni;adjective
7785;;lANmi, siPAI ;lYbAC ambu qAC-seNbgi TbC tOnb aqMbsiQn KLlb mi ; qMKY qACnbgidmCt lANmisiQ mTO tOri;noun
7786;;lMjiQ-lMtACp, liciQ_pureN ;miyAMbu aPb-acuMb lMbi Uxp misC ; cAUKxlb KunAI asid mi Krdi lMjiQ-lMtACp sAdun tOsinnrMmi;noun
7787;;senb, qACp ;knAguMb amgi Pxt-nuQd, asoI-aqAM TeQnnb lYb misC ; PMnAIb senb adu noQmYn pALle;noun
7788;;loNn_lOb_nupi ;luhoQdn asuM TMb nupi ; mmAQqYgi mtMd knA-knAguMb niQTO loNn lOb nupi kyAMmruM lYrMmi;noun
7789;;lYseMb ;seM-sAb tOb mi ; hiNdugi lAIniQ-lAIsoNgi mtuQINn br_MhA mC tAIbQpAL asigi lYseMbni;noun
7790;;aIb ;kriguMb TOdoC nxtr_g miaoI am nxtr_g Krgi mrMd Ib aduguMb wAri ; muNsi pr_eMcnd_ mmiQ lYb aIb amni;noun
7791;;Pi_sQb_mi ;Pi sQbgi TbC tOb mi ; Pi sQb min mcu sQlb PisiQ kQhNdun lYri;noun
7793;;kunmqAsub_kumoN, kuNmqAsub_mpoC_kumoN, siLBr_jubli ;knAguMb amgi, luFnciQb nxtr_g mruaoIb TbC-TOrM amgi kuNmqA sub poCp nxtr_g hOdoCp numixki niQsiQnumix TOrM pAQToCp ; diseMbr kunmqAd aYKoIgi mhY loIsQgi kunmqAsub kumoN pAQToCni;noun
7794;;lupA_mcu ;aqOb arQb mcugi aoIb ; mhACki mkoCt lupA mcugi tupin kANToIrMmi;adjective
7796;;nhA_aoIribi_nupi, mTox_kArCpi, INKxlClibi_nupi ;ahL aoIdr_ibi nupi ; loIsQ asid nhA aoIribi nupi kyA TbC tOI;noun
7798;;mqAL, mseC, mseC_mqAL, mqAN, mseC_mqAN ;kriguMb aqANb pox amgi yAMn kuFp lYIsiQ msin IceLguMn numix, TA TAUmYnciQb aqANb poxsiQdgi TorClg sNdoCp UI ; numixki ahANb mqALn noQm amgi ahOb aoI;noun
7799;;goM, gM ;pAMbi Krgi mUdgi TorCp nF-nF lAUn ceNTrCp mhi ; goMn cenciQb nFpd sijiNnY;noun
7800;;mKoM, mcuM ;UpAMbi kCp, yANbnciQbd nxtr_g UnAbu heCp mtMd ToClCp  anzb mhi ; UpAMbi Krgi mKoMdi hidAC aoIn sijiNnY;noun
7802;;mhAU ;cAn-TCnb poxsiQ yAnuQd huCciNb mtMd lYd PAUrCp poxtugi mguN ; lAIhOn mrM aoIdun rAMgi mciNd mhAU Kzb qMdr_e;noun
7804;;mhi ;ToQdoClb aeNsAQnciQbd yAUb arAQb sruC ; aeNsAQdu mhi yAMn lAQqi;noun
7807;;kAtuF ;kAQloN tACp kriguMb amgi akCnb sruC msid kriguMb hirM amgi mtAQd nYnY ; pArliyAment_ki mApLsub aeCki luKAIgi kAtuF mrisub asi hoQdoCp yAde;noun
7808;;kemikeLgi_pox ;poxcACkg mri lYnb pox ; cAQyeQszd kemikeLgi poxsiQ sijiNnbd ceCsiNn tOgdbni;noun
7809;;kemistr_i ;aduguMb nYnloN msid poxsiQgi mcACki amdi mKoIgi yANsiNnbgi mrMd nYnY ; mhAC kemistr_i tMli;noun
7811;;rAjnit, lYbAC_qAClol ;ambu mrA cexp lYqAC TMnbgidmCt seMlb lYbAC niyoM ; rAjnitid knAbusu TAjb yAde;noun
7812;;niQTOgi_miPM, rAjdrbAr ;niQTO amsuQ lYbACki mru aoIb PMnAIbsiQg puNn PmiNbgi TbC ; niQTOgi miPMd lYbACki arub wAPMsiQgi mrMd Kn-nYnrMmi;noun
