1590;भाविकाल, वरानिरिक्कुन्न;भावि कालत्तॆ अल्लॆङ्किल् भावि कालत्त् उण्टाकुन्न. नम्मळ् भाविकाल पद्धतिकळॆ कुऱिच्चु ऒरु रूपरेख तय्याऱाक्कणं. 
1591;एकवर्षियाय, ऒऱ्ऱक्कॊल्ल, ऒऱ्ऱवर्ष;ऒरु वर्षं वरॆ निन्निट्ट् नष्टमावुन्नत्. धान्यङ्ङळ् एकवर्षियाय चॆटिकळाण्. 
1592;पूच्चसन्यासि;सन्यायि अल्लातॆ सन्यासि आयि चमञ्ञु नटक्कुन्न आळ् इन्न् समूहत्तिल् ऒरुपाट् पूच्च सन्यासिमाർ उण्ट् 
1593;वैष्णवसन्यासि;वैष्णव सम्प्रदायत्तिल् जीविक्कुन्न सन्यासि अद्देहं ऒरु वैष्णवसन्यासि आकुन्नु 
1594;दिगंबरसन्यासि;नग्ननाय जैन सन्यासि ई कुटिलिल् दिगंबरसन्यासिमार् तामसिक्कुन्नु 
1595;बुद्ध सन्यासिकळ्;बुद्धमतत्तिन्ऱॆ अनुयायियाय सन्यासि. कुशीनगऱिल् अनेकं बुद्ध सन्यासिकळ् नटक्कुन्नत् कण्टु. 
1596;बुद्ध सन्यासिनि;बुद्ध मत सन्यासिनि अल्लॆङ्किल् बुद्ध मत अनुयायि. ऒरु बुद्ध सन्यासिनि बुद्ध क्षेत्रत्तॆ वृत्तियाक्किक्कॊण्टिरिक्कुन्नु. 
1597;सन्यासिनि, पूजारिणि;लौकिकबन्धङ्ङळिल् निन्नुं विट्टु निल्क्कुन्न स्त्री. ई अम्पलत्तिलॆ सन्यासिनि तीर्थयात्रक्कु पोयिरिक्कुकयाण्. 
1598;तुल्यमाय;तूक्कप्पॆटुवान् योग्यमायत्. ताङ्कळुटॆ व्यक्तित्वं भगवान् श्रीरामनु तुल्यमाण्. 
1599;अन्यायमाय, नीतिक्कुनिरक्कात्त;न्यायमिल्लात्त अल्लॆङ्किल् न्याय रहितमाय. मेल्नोट्टक्कारन् अन्यायमाय तीरुमानं ऎटुत्तु. 
1600;गुरुहीननाय, गुरुत्वमिल्लात्त;एतॊरुवनाणॊ गुरुमन्त्रं स्वीकरिक्कात्तत् अतायत् गुरुत्वं इल्लात्तत् सन्यासिमार् गुरुत्वमिल्लात्तवरॆ विमर्शिच्चिट्टुण्ट् 
1601;संतृप्ति;संतृप्तियुळ्ळ अवस्थ अल्लॆङ्किल् भावं. बुद्धनु ज्ञानप्राप्तिक्कु शेषं संतृप्ति उण्टायि. 
1602;व्यापरि, व्यवसायि.;व्यापारं चॆय्युन्न व्यक्ति. मोहन् समर्थ्नाय ऒरु व्यापारियाणु्./अवन् ऒरु रत्न व्यापारियाणु्. 
1603;मॊत्त व्यापारि, मॊत्तक्कच्चवटक्कारन्, मॊत्तविल्पनक्कारन्;वळरॆयधिकं चरक्क् अल्लॆङ्किल् कूट्टि वॆच्च कच्चवट साधनं वाङ्ङुकयो विल्क्कुकयो चॆय्युन्न प्रवृत्ति चॆय्युन्नयाळ्. अवन् तुणियुटॆ मॊत्त व्यापारियाण्. 
1604;चिल्लऱ व्यापारि, चिल्लऱ विल्पणनक्कारन्, चिल्लऱ कच्चवटक्कारन्, चिल्लऱ विपणनक्कारन्;साधनङ्ङळ् कुऱेश्शॆ कुऱेश्शॆयायि वाङ्ङुकयो विल्क्कुन्नतो आय आळ्. श्यां ऒरु चिल्लऱ व्यापारियाण्. 
1605;न्यायोचितमाय;नीति कॊण्ट् निऱञ्ञ अथवा न्यायमुळ्ळ. नमुक्क् परस्परमुळ्ळ तर्क्कङ्ङळ्क्कॊक्कॆ न्यायोचितमाय परिहारं काणणं. 
1606;कॊल्लात्त, हिंसिक्कात्त;यातॊरु जीवियेयुं कॊल्लातिरिक्कुक. आटु ऒरु जीवियेयुं कॊल्लात्त मृगमाण्. 
1607;आर्य समाजि;आर्य समाज तत्वङ्ङळ् मानिक्कुन्न आळ् आर्य समाजिकळ् विग्रहाराधनय्क्क् ऎतिराण् 
1608;तकर्क्कावुन्न, खण्टिक्कावुन्न, कषणङ्ङळाक्कावुन्न;मुऱिक्कावुन्न अल्लॆङ्किल् कषणमाक्कावुन्नत्. नग्न नेत्रङ्ङळ्कॊण्ट् कणावुन्नवयॆल्लां तकर्क्कावुन्नताण्. 
1609;अविटॆ, आ स्थलत्तु्.;आ स्थलत्तु्. ताङ्ङळुटॆ पुस्तकं अविटॆयाणु्. 
1610;ऒळिच्चोटिय, ओटिप्पोय, पलायनं चॆय्त;पलायनं चॆय्युन्न अल्लॆङ्किल् ओटिप्पोकुन्न. सेनापति युद्धत्तिल् निन्नु ऒळिच्चोटिय सैनिकरॆ वॆटिवॆच्चु कॊन्नु. 
1611;पलायनं चॆय्यात्त, ओटिप्पोकात्त;पलायनं चॆय्यात्तवन्, युद्धं चॆय्युन्नवन्. पलायनं चॆय्यात्त योद्धाव् युद्धभूमियिल् मरिच्चु वीणु. 
1612;अखण्टितमायव, खण्टितमल्लात्त;खण्टिक्कुवान् कऴियात्तत् ताङ्कळुटॆ वादमुखङ्ङळ् अखण्टितमायव आकुन्नु 
1613;स्वाभाविक जलाशयं;वॆळ्ळं तनियॆ कॆट्टि निन्न् तनियॆ उण्टाकुन्न जलाशयं. पोवै लेक् ऒरु स्वाभाविक जलाशयमाण्. 
1614;पर्वतनिवासिकळ्;पर्वतत्तिन्ऱॆ मुकळिल् वसिक्कुन्नयाळ्. भारतत्तिल् अनेकं पर्वतनिवासिकळॆ काणान् कऴियुं. 
1615;गुहावासि;गुहयिल् तामसिक्कुन्न. द्वापर् युगत्तिल् भगवान् कृष्णन् गुहावासि जांबवानॆ युद्धत्तिल् तोल्पिच्च् मकळ् जांबवतियॆ कल्याणं कऴिच्चु. 
1616;ग्रामीणराय;ग्रामत्तिल् तामसिक्कुन्नवൻ अतायत् ग्रामीणन् विद्याभ्यास मेखलयिल् ग्रामीणराय महिळकळ् वळरॆ पुऱकिलाण् (अधःपतिच्चवराण्) 
1617;स्वाभाविकमाय प्रक्रिय;प्रकृतियोट् इणङ्ङुन्न. जननवुं मरणवुं ऒरु स्वाभाविकमाय प्रक्रिय आण्. 
1618;कृत्रिम प्रक्रिय, स्वाभाविकमल्लात्त प्रक्रिय;स्वाभाविकमल्लात्त प्रक्रिय. टॆस्ऱ्ऱ् ट्यूब् बेबि ऒरु कृत्रिम प्रक्रिययाण्. 
1619;पट्टणवासियाय, नगरवासियाय;नगरत्तिल् तामसिक्कुन्न. पट्टणवासिकळाय जनङ्ङळ् ग्राम निवासिकळॆ अपेक्षिच्च् कूटुतल् पठिच्चवराण्. 
1620;उदारमुसल्मान्मारुटॆ धार्मीक रीतियिलुळ्ळ/ मतरीरियिलिळ्ळ;ऒरु प्रत्येक मुहम्मदीय-मुस्ळीं सम्प्रदायत्तिन्ऱॆयो ऒरु प्रत्येक मुहम्मदीय-मुस्ळीं सम्प्रदायं बुल्ल्शाह ऒरु प्रसिद्ध सूफि सन्यासि आकुन्नु 
1621;काट्टॆरुम;काट्टिल् जीविक्कुन्न महिषं काट्टॆरुम वेट्टक्कारनॆ अक्रमिच्चु 
1622;उऴव् मृगं;कलप्प, वण्टि ऎन्निवयिल् कॆट्टुन्न मृगं काळ ऒरु उऴव् मृगं आकुन्नु/ उऴव् मृगं कर्षकन्ऱॆ एऱ्ऱवुं अटुत्त सहायि आकुन्नु 
1623;कन्नुकालि;पालिनुं मऱ्ऱुं वेण्टि वळर्त्तुन्न पशुविन्ऱॆ इनत्तिल् पॆट्ट कॊम्पुळ्ळ मृगं. पशु, काळ मुतलायव कन्नुकालिकळाण्. 
1624;पॆण् कुरङ्ङ्;पॆण् कुरङ्ङ् पॆण् कुरङ्ङ् मरत्तिलिरुन्न् कुञ्ञिन् पाल् कॊटुक्कुन्नु 
1625;मान्पेट.;मानिन्ऱॆ स्त्री लिंगं. मान्पेट काऴ्चबंग्ळाविल् चाटि मऱियुकयायिरुन्नु. 
1626;अनियत्ति, अनुजत्ति, सहोदरि;वयस्सु कॊण्ट् चॆऱिय सहोदरि. ऎन्ऱॆ अनियत्ति पठनत्तिल् नल्ल मिटुक्कियाण्. 
1627;समुदायं, जन समूहं, जाति विभागं, जनतति, ऒरे तॆरुविलो ग्रामत्तिलो नाट्टिलो जीविक्कुन्नवर्, चेरि, समानधर्म्मङ्ङळुळ्ळ आळुकळुटॆ कूटं, क्ळास्सु्, जनसंघटन, ऐक्य संघं, समूहं, समाजं, सभ, कूट्टाय्म, सहवर्त्तकत्वं, सख्यं, चङ्ङात्तं, सम्पर्क्कसमबन्धं, कूट्टु कॆट्टु्, जाति, सामूहिक वळर्च्च, नागरिकत्वं.;ऒरु स्थलत्तु ऒन्निच्चु कूटुन्न ऒऱ्ऱ कॆट्टायि निल्क्कुन्न अनेकं जनं अवन् विऱकिन् कूट्टत्तिनु कॊटुत्तु. 
1628;पङ्कजं, तामर.;वॆळ्ळत्तिल् उण्टाकुन्न वळरे सुन्दरमाय ऒरु पुष्पं. कुळत्तिल् पल निऱङ्ङळिलुळ्ळ तामरकळ् विरिञ्ञु निल्क्कुन्नु./तामर कॊण्टु कुळत्तिलॆ शोभ वर्धिक्कुन्नु. 
1629;चूरल्;एतॆङ्किलुं चॆटियुटॆ शिखरं अतिनॆ वटियायि उपयोगिक्कुन्नु श्यामिन्ऱॆ होंवर्क्क् पूर्त्तियाकात्ततिनाल् अद्ध्यापकन् अवनॆ चूरल् कॊण्ट् अटिच्चु 
1630;काव्यं, चमल्क्कारप्रधानमाय कृति, कवियुटॆ रचन, काव्य विभागङ्ङळ्.;पद्य रचनयिल् मनस्सु् एतॆङ्किलुं रसप्रदमाय कव्यमो विकारमो कॊण्टु निऱञ्ञिरिक्कुं. विकार निर्भरमाय वाक्किनॆ काव्यमॆन्नु विळिक्कुन्नु. 
1631;गद्यं, साधारणभाष, पद्यमल्लात्ततु्, आख्यायिक, कल्प्पितकथ, भाषणं.;पद्यत्तिन्ऱॆ नियमानुस्रितमाय मात्रयुं संख्ययुं स्थानत्तिनुं प्रत्येकिच्चु नियममॊन्नुं इल्लात्त अवस्थ. साहित्यत्तिल् गद्यवुं पद्यवुं 
1632;जल सस्यं;वेरुकळ् चॆळियिल् पूण्ट् बाक्कि भागङ्ङळ् वॆळ्ळत्तिल् पॊङ्ङिकिटक्कुन्न वॆळ्ळत्तिल् वळरुन्न ऒरु चॆटि. तामर ऒरु जल सस्यमाण्. 
1633;अलिवु्, कनिवु्, दयवु्, आर्द्रत, घृण, अनुकम्प, प्रीति, परितापं, करुणरसं, कृप, सहानुभूति, सहतापं, अनुतापं, उळ्ळऴिवु्, मनस्सलिवु्.;मऱ्ऱुळ्ळवरुटॆ दुःखं दूरीकरिक्कान् उळ्प्रेरण कॊटुक्कुन्न आवेशत्तिन्ऱॆ अवस्थ. अल्लयो ईश्वरा, ताङ्कळ् ऎल्ला जीवजालाङ्ङळोटुं दय काणिक्कणे. 
1634;ओर्म्मक्केट्, विस्मृति, विस्मरणं, विस्मेरणं, मऱवि, मऱति, अपस्मृति, प्रमादं, प्रस्मृति, स्मृतिभृंशं;ओर्म्मयिल्लातॆ आवुन्न अवस्थ अल्लॆङ्किल् भावं. तलयिल् आऴमुळ्ळ मुऱिवेऱ्ऱिट्ट् अवन् ओर्म्मक्केट् वन्नु. 
1635;आकाशमण्डलं;ग्रहङ्ङळुळ्ळ लोकं. श्यामिन् आकाशमण्डलत्तॆक्कुऱिच्चु कूटुतल् अऱियुन्नतिनु उत्साहमाण्. 
1636;कैपत्ति, इरपिटिक्कुन्न जन्तुक्कळुटॆ काल्नखं.;मृगङ्ङळुटेयुं पक्षिकळुटेयुं कय्यिलेयो कालिलेयो विरलुकळुटॆ कूट्टं. सिंहं मुयलिनॆ कूट्टिल् कटन्नु पिटिच्चु. 
1637;प्रक्रिय;ऒरु वस्तुविन्ऱॆ निर्म्माणत्तिलुळ्ळ क्रमानुसृतमाय प्रवृत्ति. यूऱिययुटॆ निर्म्माणं ऒरु रसतन्त्र प्रक्रियकॊण्ट् नटक्कुन्नु. 
1638;कैमाऱ्ऱविनिमयं, कैमाऱ्ऱक्कच्चवटं;ऒरु वस्तु ऎटुत्तिट्ट् अतिन् पकरं वेऱॆवस्तु कॊटुक्कुन्न प्रक्रिय. कैमाऱ्ऱविनिमयं वऴि अवन् चतिक्कप्पॆट्टु. 
1639;नाणय विनिमयं;भिन्न भिन्न राज्यङ्ङळिलॆ नाणयत्तिन्ऱॆ मूल्यं स्थिरमाक्कुकयुं अतिन्ऱॆ मूल्यं अनुसरिच्चु कॊटुक्कल् वाङ्ङल् नटत्तुकयुं चॆय्युन्न प्रक्रिय. भारतवुं अमेरिक्कयुं तम्मिल् नाणय विनिमयं धाराळमुण्ट्. 
1640;चणं, चकिरि, पञ्ञि;नारु कॊण्ट् कयऱुं तुणियुं उण्टाक्कुन्नत्. चणं कॊण्टुळ्ळ कयऱ् नल्ल बलमुळ्ळताण्. 
1641;कुंकुमप्पू.;उत्कृष्ठमाय सुगन्धं वमिक्कुन्न तणुत्त राज्यङ्ङळिल् उण्टाकुन्न ऒरु पूविन्ऱॆ कॊम्पु. ऎनिक्कु कुंकुमप्पूविट्ट कुल्फि भयङ्कर इष्टमाणु्. 
1642;कल, प्रयोगचातुर्यं;एतॊरु कार्यवुं पूर्ण्णमायि चॆय्यानुळ्ळ मिटुक्क्, प्रत्येकिच्चुं एतॆङ्किलुं कार्यं लभिक्कुन्नतिनु वेण्टि अऱिवुं अतिलुपरि सामर्त्थ्यवुं वेण्टत्. अवन्ऱॆ कलयुटॆ अधीशत्वं ऎल्लावरुं अंगीकरिक्कुन्नु. 
1643;किऴङ्ङ् चॆटि;किऴङ्ङिल् निन्नु मुळय्क्कुन्न, वळर्च्चयुं किऴङ्ङिलाकुन्न वृक्षं. केसर् ऒरु किऴङ्ङ् चॆटियाण्. 
1644;शारीरिकमाय द्रव पदार्त्थं;शरीरत्तिन्ऱॆ भागमाय तरळ पदार्त्थं . रक्तं शारीरिकमाय द्रव पदार्त्थमाण्. 
1645;हैक्कोटति;कीऴ्क्कोटतियुटॆ विधियॆ माऱ्ऱान् कऴियुन्न कोटतियिलुं उयर्न्न कोटति. अवन् हैक्कोटतियिलॆ विचारणयिल् तोऱ्ऱु. 
1646;परमाधिकारकोटति, सुप्रींकोटति;कीऴ्क्कोटतियुटॆ निർद्देशङ्ङळॆ माऱ्ऱान् अधिकारमुळ्ळ राष्ट्रत्तिलॆ एऱ्ऱवुं वलिय कोटति. भारतत्तिलॆ परमाधिकारकोटति दिल्लियिलाण्. 
1647;न्यायाधिपൻ.;न्यायालयत्तिलॆ न्यायाधिपन् अन्यायं केळ्कुकयुं न्यायं कल्प्पिक्कुकयुं चॆय्युन्नु. विश्वस्थनुं सत्यसन्धनुमाय ऒरु व्यक्तिक्कॆ समर्द्धनाय न्याधिकारि आकुवान् साधिक्कू. 
1648;कटं कॊटुक्कुन्नवनाय;एतॊरुवनाणॊ पणंकटं कॊटुक्कुन्नत् अतायत् पणं कटं कॊटुक्कुन्नत् ई ग्रामत्तिलॆ जनङ्ङळ् –आळुकळ् मोननिल् निन्न् पणं कटं ऎटुक्कुन्नु ऎन्तॆन्ना अवन् कटं कॊटुक्कुन्नवनाकुन्नु 
1649;साक्षिक्कूट्, अऴिक्कोट्ट;साक्षिकळ् साक्षि मॊऴि पऱयुवान् वेण्टि कयऱुन्न कोटतियिलॆ मरत्तटिकॊण्ट् उण्टाक्किय कूट्. साक्षिक्कूट्टिल् साक्षि पऱयुन्नतिनु वेण्टि कयऱुम्पोळ् गीत मुतलायवयिल् कै वॆच्च् सत्यं चॆय्येण्टि वरुन्नु. 
1650;न्यायविरुद्धमाय, नीतिविरुद्धमाय, अन्यायमाय;अनीति संबन्धमायत्. अवन् ऎप्पॊऴुं न्यायविरुद्धमाय कार्यङ्ङळ् चॆय्युन्नु. 
1651;अभिप्राय व्यत्यासं, आशय व्यत्यासं, तर्क्कं;रण्टो अतिलधिकमो व्यक्तिकळो पक्षङ्ङळो तम्मिलुळ्ळ अभिप्राय व्यत्यासं. तम्मिलुळ्ळ अभिप्राय व्यत्यासं कारणं आ कार्यं नटन्निल्ल. 
1652;विद्यार्त्थिनि;विद्य अभ्यसिक्कुन्नवळ्. ई विद्यालयत्तिलॆ ऒरु विद्यार्त्थिनियाण् पत्तां क्लास्सिलॆ वार्षिक परीक्षक्कु ऒन्नामतायि पास्सायत्. 
1653;भाग्यं, दैवयोगं, विधि;तलवर ऎन्नु विशेषिप्पिक्कुन्न मनुष्यरुटॆ ऎल्ला कार्यङ्ङळुं नेरत्तॆ तन्नॆ निश्चयिच्चुऱप्पिच्च् कऴिञ्ञत्. कर्म्मशालि भाग्यत्तिल् विश्वसिक्कातॆ तन्ऱॆ पणि मात्रं चॆय्युन्नु. 
1654;सौभाग्यं, नल्ल भाग्यं;अतिनॆ आश्रयिच्चु नन्म वरिक अल्लॆङ्किल् अतिनॆ नन्मयुटॆ अवतारमायि काणुक. ताङ्कळॆ कण्टत् ऎन्ऱॆ सौभाग्यं. 
1655;मटियुळ्ळ, अलसतयुळ्ळ, प्रकाशं कुऱञ्ञमान्द्यं, मन्दिम, मान्धर्यं, सावधानशीलं, उणर्च्चयिल्लाय्म, मटि, विरसत, प्रसन्नतयिल्लाय्म, जाद्यं, बुद्धि मान्द्यं, निश्चेतनत्वं, प्रकाशमिल्लाय्म, मऱवि, उत्साहमिल्लाय्म, कौशलमिल्लाय्म.;वेगत तटञ्ञु वॆच्च. अवन् मन्द गतियिल् वाहनं ओटिक्कुन्नु. 
1656;मुन्कूट्टि मनस्सिलाक्कुन्न, दीर्घदृष्टियुळ्ळ;भावियॆ पऱ्ऱि वळरे अधिकं चिन्तिक्कुन्नवन्. मुन्कूट्टि मनस्सिलाक्कुन्न व्यक्ति प्रश्नङ्ङळिल् तळरुन्निल्ल. 
1657;अवलोकनं चॆय्यप्पॆट्ट;परिशोधन कऴिञ्ञत्. अवन् अवलोकनं चॆय्यप्पॆट्ट प्रमाणङ्ङळॆल्लां एऱ्ऱवुं उयर्न्न अधिकारियुटॆ मुन्निल् ऎत्तिच्चु. 
1658;नाळिकासस्यं ट्रक्कियो फैऱ्ऱ्;संवहन व्यवस्थयुळ्ळ हरित सस्यं एतॊरु हरित सस्यवुं नाळिकासस्यत्तिन् उदाहरणमाण् 
1659;कातलुळ्ळ वृक्षं;कातलुळ्ळ वृक्षं प्लाव् ऒरु कातलुळ्ळ वृक्षमाकुन्नु 
1660;मुन्पत्तॆ;आद्यं एतो कारणं कॊण्ट् आ पदवियिलिरिक्कुकयुं एतो कारणं कॊण्ट् अतिल् निन्नुं ऒऴियुकयुं चॆय्येण्टि वरुन्न अवस्थ. इन्नत्तॆ सभयिल् मुन्पत्तॆ पल मन्त्रिमारुं पङ्कॆटुक्कुं. 
1661;पऴय, पुरातनमाय, आदिममाय, प्राचीनमाय, पॗराणिकमाय, पूർविकमाय;उण्टाक्कियिट्ट् वळरॆ दिवसङ्ङळाय. ई काऴ्च बंग्लाविल् वळरॆ पऴयताय वस्तुक्कळुण्ट्. 
1662;ऎप्पप्पोळ् वरॆ, ऎप्पोळ्.;ऎतॆङ्किलुं अवधि अल्लॆङ्किल् समयं वरॆ. ऎनिक्कऱियिल्ल रामन् ऎप्पोळ् वरुमॆन्नु. 
1663;चुण्णाम्प्.;कल्ल्, मणल्, शंखु्, मुत्त्, तुटङ्ङिय पदार्त्थङ्ङळ् कत्तिच्चु किट्टुन्न वॆळुत्त भस्मं. चुण्णाम्पिन्ऱॆ अधिकं उपयोगं चुवरिल् तेक्कुन्नतिनाणू्. 
1664;मिश्रित पदार्त्थं, सङ्कर पदार्त्थं, सङ्कर वस्तु;रण्टो रण्टिलधिकमो मूलकङ्ङळो पदार्त्थङ्ङळो कूट्टिचेर्त्तुण्टाक्कुन्न ऒरु पदार्त्थं . मिश्रित पदार्त्थङ्ङळुटॆ अद्ध्ययनं रसतन्त्रं वऴियाण् चॆय्युन्नत्. 
1665;कुटुम.;हिन्दुक्कळ् शिरस्सिन्ऱॆ मध्यभागत्तु् मुटि कॊण्टु् कुटुम कॆट्टुन्नु. इन्नते अधिकं हिन्दुक्कळुं कुटुम वॆक्कुन्निल्ल. 
1666;कैय्यामं, कैविलङ्ङु.;कुऱ्ऱवाळिकळुटॆ कैय्यिल् बन्धिक्कुन्न इरुम्पिन्ऱॆ चङ्ङल . भटन् कळ्ळन्ऱॆ कैय्यिल् विलङ्ङु वॆच्चु. 
1667;प्रकाशपूर्ण्णमाय, प्रकाशमानमाय;प्रकाशं निऱञ्ञत् अल्लॆङ्किल् प्रकाशंकॊण्ट् पूर्ण्णमायत्. ई मुऱि प्रकाशपूर्ण्णमायताण्. 
1668;अभिनन्दिक्कप्पॆट्ट;अभिनन्दनं चॆय्यप्पॆट्टत्. देशभक्तन्मार् वऴि अवन्ऱॆ राज्यं ऎल्लाय्प्पोऴुं अभिनन्दिक्कप्पॆट्टताण्. 
1669;द्वैत सिद्धान्तं;जीवात्मावुं परमात्मावुं भिन्नमायवयाकुन्नु ऎन्न् विश्वसिक्कुन्न ऒरु दർशनं अद्देहं द्वैत सिद्धान्तत्तिल् विश्वसिक्कुन्नु 
1670;चीत्त लक्ष्यमुळ्ळ, द्रोहबुद्धियुळ्ळ, चीत्त आशयमुळ्ळ, चीत्त मनस्थितियुळ्ळ;चीत्त उद्देश्यत्तोटॆयुळ्ळ आळ्. चीत्त लक्ष्यमुळ्ळ व्यक्ति मऱ्ऱुळ्ळवरुटॆ गुणं कांक्षिक्कुन्निल्ल. 
1671;पॊट्टुन्न, उटयुन्न;पॊट्टिप्पोकुन्न अवस्थ अल्लॆङ्किल् भावं. पॊट्टुन्नतु कारणं ञान् मण्पात्रङ्ङळ् सूक्षिच्चुपयोगिक्कुन्नु. 
1672;कुलीननाय, मान्यनाय, मर्यादयुळ्ळ, आढ्यत्वमुळ्ळ;ऎल्लावरोटुं नल्ल रीतियिल् अल्लॆङ्किल् स्नेहत्तोटॆ पॆरुमाऱुन्नवर्. कुलीनराय व्यक्तिकळ् एतवस्थयिलुं मऱ्ऱुळ्ळवरुटॆ नन्म मात्रं आग्रहिक्कुन्नु. 
1673;शिष्य;आरॆङ्किलुं पठिप्पिच्च कुट्टि अल्लॆङ्किल् स्त्री. सीत ऒरु पेरुकेट्ट पाट्टुकारन्ऱॆ शिष्ययाण्. 
1674;लज्जाशीलमुळ्ळ, नाणिक्कुक, सङ्कोचमुण्टाकुक.;स्वाभाविकमायि वेगं लज्जिक्कुन्नवळ्. पलप्पोऴुं नाणं कुणुङ्ङिकळ्क्कु अवरुटॆ कार्यङ्ङळ् तुऱन्नु पऱयान् साधिक्काऱिल्ल. 
1675;सौम्यनाय, सत्स्वभावियाय;स्वभावं नल्लताय. सौम्यनाय व्यक्ति तन्ऱॆ स्वभावं कॊण्ट् ऎल्लावरुटेयुं मनस्सिनॆ जयिक्कुन्नु. 
1676;दुःस्वभावियाय;चीत्त स्वभावमुळ्ळ. दुःस्वभावियाय व्यक्तिकळुटॆ कूटॆ कूट्टु कूटरुत्. 
1677;उत्तरं;ऒरु चोद्यं केट्टिट्ट् अतिन् समाधानमायि पऱयुन्न कार्यं. ताङ्कळ् ऎन्ऱॆ चोद्यत्तिनुळ्ळ उत्तरं इतु वरेयुं तन्निल्ल. 
1678;पुतुतायि परिशीलिच्च, वैदग्द्ध्यं कुऱञ्ञ;कुऱच्चु पठिच्चुकॊण्टिरिक्कुन्न व्यक्ति ऎन्नाल् अतिल् मुऴुवनुं वैदग्द्ध्यं इल्लात्तवन्. पुतुतायि परिशीलिच्च व्यक्ति वण्टि वळरॆ पतुक्कॆ ओटिक्कुन्नु. 
1679;मांसं, इऱच्चि, चत, मांसपेसि, आमिषं, क्रव्यं, तरसं, पललं, पिशितं, दश, वस, कॊऴुप्पु्, मांसळत, मांस्यं, वण्णं, स्थूलत, मेदस्सु्.;शरीरत्तिल् ऎल्लिन्ऱेयुं तॊलियुटेयुं इटयिलुळ्ळ मार्द्दवमुळ्ळतुं वऴङ्ङुन्नतुमाय पदार्थं. मांसळमाय शरीरत्तिल् मांसं अधिकमाणू. 
1680;उयर्न्न, पॊक्कमुळ्ळ, वलिय, श्रेष्ठमाय, उन्तिनिल्क्कुन्न. किळरमुळ्ळ, पॊन्तिय, उन्नत निलवारमुळ्ळ, उल्कृष्टमाय, उत्तुंगमाय, उच्चमाय, मिकच्च.;वळरॆ वलुतुं ऎन्नल् विशेषिच्चु नीळं कॊण्टु अधिकवुमाय साधनं. ऎवऱस्ऱ्ऱ् हिमालयत्तिन्ऱॆ एऱ्ऱवुं उयरं कूटिय पर्वत निरयाणु्./ अवन्ऱॆ नॆऱ्ऱि उयर्न्नताणु्./ मयङ्क् मुट्टुवरॆ नीळमुळ्ळ पान्ऱ् आणु् धरिच्चिरिक्कुन्नतु. 
1681;धर्म्मं, सदाचारानुष्ठानं, धर्म्माचरणं, कटम, नीतिबोधं, सदाचारं, धार्म्मिकत, पुण्यं, मतं, भिक्ष, दानं.;स्वर्ग्गं तुटङ्ङिय शुभफलङ्ङळ् तरुन्न कार्यं. दुःखं कॊण्टु वलयुन्नवरॆ सहायिक्कलाणू् एऱ्ऱवुं वलिय धर्म्मं . 
1682;शोणवर्ण्णमाय, चुवप्प्, चुवन्न, अरुणवर्ण्णमाय;चोर अल्लॆङ्किल् रक्तत्तिन्ऱॆ निऱं प्रभात सूर्यन् शोणवर्ण्णत्तिलायिरिक्कुं/ प्रभातत्तिलॆ शोणप्रभयिलुळ्ळ सूर्यन्ऱॆ दृश्यं वळरॆ मनोहरमाण् 
1683;पुलि, कटुव.;पूच्चयुटॆ जातियिल्प्पॆट्ट ऒरु वलिय भयानकमाय हिंसक जीवि. वेटन्ऱॆ तीक्षणमाय उन्नं सिंहत्तिनॆ मुऱिवेल्प्पिच्चु. 
1684;महापापं;वळरॆ वलिय पापं भ्रूण हत्य महापापमाण् 
1685;वेदन अऱियिक्कल्, इन्द्रियज्ञानं, नोवु्, नॊम्परं, रुक्क्, दुःखं, यातन, परितापं, वेतु्, व्यध, कष्टप्पाटु्, कष्टत, श्रमं, सङ्कटं, पीटानुभवं, शरशय्य, मनपीड, सॊकं, क्ळेसं, उपद्रवं, असुखं, नीऱ्ऱल्, पुकच्चिल्.;शरीरत्तिल् मुऱिवो चतवो अटियो एऱ्ऱाल् उण्टाकुन्न अवस्थ. रोगियुटॆ वेदन दिवसङ्ङळ् नीङ्ङुंतोऱुं कूटिक्कॊण्टिरुन्नु. 
1686;अद्ध्यापिक, आचार्य;विद्य अल्लॆङ्किल् कल पठिप्पिक्कुन्न स्त्री. अम्मयाण् नम्मुटॆ अद्ध्यापिक. 
1687;निरीश्वरवादि, युक्तिवादि, नास्तिकन्;मनुष्यन् ईश्वरन्, व्यत्यस्त अभिप्रायङ्ङळ्, इहलोकवुं परलोकवुं मुतलायव उण्टॆन्न अवस्थ मानिक्कात्त. निरीश्वरवादिकळिल् ईश्वरनुं लौकिकमल्लात्त कार्यङ्ङळ्क्कुं स्थानमिल्ल. 
1688;ईश्वर विश्वासि;वेदङ्ङळ्, ईश्वरन्, परलोकं मुतलायवयिल् विश्वासं अर्पिच्च धार्म्मिक सिद्धान्तं. ञङ्ङळ् ईश्वर विश्वासिकळाण्. 
1689;श्रेष्ठतयिल्लाय्म, महत्वमिल्लाय्म, पॆरुमयिल्लाय्म;पॆरुमयिल्लात्त अवस्थ. श्रेष्ठतयिल्लाय्म कारणं समूहत्तिल् अवनु आदरव् लभिच्चिल्ल. 
