11631;पिछल खोৱा;लोभेৰे प्रबृत्त होৱा महाजनৰ धन देखि ्तेओँৰ मन पिछल खाले 
11632;NULL;NULLNULL 
11633;भोन-भोननि;भोन-भोन कै होৱा श््ब्द गछৰ धोन्दात भोन-भोननि 
11634;भोन-भोननि;भोन-भोन कৰि होৱा श््ब्द माखिबोৰৰ भोनभोननित मोৰ केँ्चा टोपनि भाङिल 
11635;थेकेचनि, जोकाৰ;गाड़ी गतिशील बस्तु लৰचৰ कৰिले लगा धाक्का गाड़ीৰ थेकेचनित ्तेओँ छीटৰ ्पৰा तललै सৰि पৰिल 
11636;महाबीৰ;यिजन डाङৰ बीৰ सेनापतिय़े किछुमान महाबीৰৰ सैते युद्धৰ ৰणकौशल तैय़ाৰ कৰि आछिल 
11637;चेमिज, चेमिज चोला;महिलाइ पৰिधान कৰा बाहु नथका एकप्रकाৰৰ अन्तर्बास सीमाइ बजाৰৰ पৰा चेमिज किनिले 
11638;NULL;NULLNULL 
11639;छील;प्रकाৰ स्तन्यपाय़ी सामुद्रिक जीৱ सागৰৰ पाৰत छील मৰि आछिल 
11640;NULL;NULLNULL 
11641;माजी, नाৱৰीय़ा, नाबिक;नाओ चलोৱा ब्यक्ति माजीय़े नाओखन बेगेৰे बाइ लै गैछिल 
11642;नाबिक;जाहाज चलोৱा लोक तेओँ ् नौ-सेनाৰ नाबिक 
11643;नाबिक;जाहाजत कৰा ब्यक्ति मोৰ देৱৰजन नौ-सेनाৰ नाबिक 
11644;NULL;NULLNULL 
11645;कामिज;कुर्ताৰ निचिना एबिध बस्त्र याৰ कलाৰ आৰु हात कटा नाथाके दर्जीय़े कामिज चिलाइ 
11646;मৰमৰणि;टान बस्तु हेँचि धৰिले मोहाৰिले होৱा श््ब्द खाटखनৰ मৰमৰणि शुनि आइताइ साৰ पाले 
11647;पोৰणि;पोৰाৰ अৱस्था भाब छालৰ पोৰणि दूৰ कৰिबৰ काৰणे ताৰ ओपৰत तेल आৰु क्रीम लगोৱा 
11648;चৰ-चৰ, चৰ-चৰणि;चৰ-चৰाइ होৱा श््ब्द खाटिय़ाৰ चৰ-चৰ श््ब्द शुनि केँचुৱाटोৱे चक खाले 
11649;अकलशৰीय़ा, शून्यता;अकले होৱा दशा भाৱ मोৰ मन अकलशৰीय़ा भाৱेৰे भৰि पৰिछे 
11650;NULL;NULLNULL 
11651;मৰ्मৰोৱा, मৰ्मৰाइ थका, चৰ्चৰोৱा, चৰचৰाइ थका;मৰ्मৰ चৰ्चৰ श््ब्द कৰा बागৰ सलोৱाৰ समय़त मोৰ बिछनाखने मৰ्मৰाइ 
11652;चৰचৰोৱा;चৰचৰ श््ब्द कৰि भाङि योৱा गछৰ तलৰ पৰा आँतৰि योৱा, डालटोৱे चৰचৰाइ 
11653;हातৰुटि???;हातेৰे ৰूप दि बनोৱा ৰुटि खेतिय़के पथाৰत डाठ हातৰुटि आৰु चाटनि खाइ 
11654;NULL;NULLNULL 
11655;NULL;NULLNULL 
11656;पोৰा, चमचमोৱा;शৰीৰৰ अंग शुकाइ योৱाৰ काৰणे बिष अनुभৱ कৰा कार्य एमाह धৰि एकेৰाहे ৰʼदत कৰाৰ काৰणे मोৰ शৰीৰटो पुৰि 
11657;NULL;NULLNULL 
11658;अकर्मक;यʼत कर्म ्नाथके अकर्मक क्रिय़ात कर्म ्नाथाके 
11659;क्षोभ;मनत हेँचि ৰखा क्रोध, दुख द्बेष देउता कार्यालय़ৰ पৰा घूৰि अहाৰ लगे लगेइ माय़े दिनटोৰ क्षोभ उजाৰिले 
11660;अक्टोपाछ;आठटा बाहुबिशिष्ट डिम्बाकृतिৰ एक-प्रकाৰৰ सामुद्रिक प्राणी अक्टोपाछৰ बाहुबोৰत भालेमान सৰु-सৰु छिद्र 
11661;काৰिबु;उत्तৰ आमेৰिकाৰ तुन्द्रा अञ्चलत बास कৰा एबिध योৰा शिङीय़ा पहु एस्किमो सकले काৰिबुबोৰक गाड़ीत युटि 
11662;उৰुच;मुछलमान साधु पीৰৰ मृत्यु दिৱसत पालन कৰा कृत्य चुफी फकीৰৰ उৰुचत लोक समৱेत हैछिल 
11663;उৰुच;मुछलमानी पीৰৰ नि्र्बाण तिथि पीৰ बाबाৰ उৰुच बৰ उलह-मालहेৰे पालन कৰा हैछे 
11664;NULL;NULLNULL 
11665;NULL;NULLNULL 
11666;मूर्तिपूजा, मूर्ति-पूजा;मूर्तित ईश्बৰ देৱताৰ भाৱना आৰोप कৰि पूजा कৰा कार्य कबीৰ मूर्तिपूजाৰ घोৰ बिৰोधी आछिल 
11667;मूर्तिपूजक;मूर्ति प्रतिमाৰ पूजा कৰा लोक मूर्तिपूजकৰ मन शान्त हʼब लागिब बुलि कथा 
11668;उपासक, आৰाधक, भक्त, पूजाৰी;यिजने पूजा कৰे भगৱानৰ प्रकृत उपासक सांसाৰिक बन्धनৰ पৰा मुक्त पৰे 
11669;प्रज्बलन कৰा, ज्बलोৱा;चाकि ज्बला कार्य माननीय़ अध्यक्षइ समाৰोह उद्घाटन कৰिबलै बन्ति प्रज्बलन कৰिले 
11670;NULL;NULLNULL 
11671;साज-सज्जा, अलंकৰण;अलंकृत कৰा सजोৱा कार्य ৰाजकुमाৰৰ ৰाज-अभिषेक उपलक्षे ৰाजप्रासादৰ साज-सज्जा चकुत लगा धৰणे कৰिछिल 
11672;NULL;NULLNULL 
11673;NULL;NULLNULL 
11674;स्बৰतन्त्री;डिङिৰ भितৰৰ यि अৱय़ब अंशৰ सहाय़त स्बৰ श््ब्द उॎपन्न स्बৰतन्त्रीৰ पৰाइ स्बৰ ओलाय़ 
11675;कलाकौशल;मूৰटो तललै कৰि उलटि योৱा एने प्रकाৰे कৰाৰ कार्य गाৱलै अहा सৰु सৰु कलाकाৰे कलाकौशल देखुৱाइ 
11676;खाइकह, पेटुৱा, ৰाक्षह, जीय़ाभूत;खाब पৰा ब्यक्ति ৰामानन्द बৰ खाइकह, एबाৰत भात खाब पाৰे 
11677;संयोजक, योजक, समन्बय़क;यिय़े योৰा मिलाय़ दुय़ोखन चहৰৰ माजৰ पुलटो संयोजक 
11678;संयोजक अब्यय़, अब्यय़, संयोजक;ब्याकৰणत यि पदे दुटा श््ब्द बाक्यৰ माजत दुटा श््ब्द बाक्यक जोৰा लगाय़ तथा, आৰु संयोजक अब्यय़ 
11679;शाৰीৰिक गठन, देहबिन्यास;शৰीৰৰ गठन बिन्यास दৰाৰ शाৰीৰिक गठन भाल 
11680;काठिय़ाबाड़ी;काठिय़ाबाड़ৰ काठिय़ाबाड़ सम्बन्धीय़ तेओँ ्एटा काठिय़ाबाड़ी ्घोँৰा किनिले 
11681;गठन, गाँथनि;सजा सजोৱा भाब तेओँৰ शৰीৰৰ गठन आटिल 
11682;NULL;NULLNULL 
11683;फुट, कँ्ठालৰ फुट;कँठ्ालৰ मङहाल बीज मोৰ छोৱालीजनीय़े कठालৰ फुट खाइ बৰ भाल पाय़ 
11684;बितৰक;बितৰण कৰा भगाइ दिय़ा ब्यक्ति चৰकाৰी दोकानৰ बितৰके चेनि कमकै जुखि आछिल 
11685;बितৰक;यिय़े काৰोबाৰ अभिक््र्ताৰ ৰूपत तेओँৰ ्द्बाৰा प्रस्तुत कৰा बस्तु ग्राहकक खुचुৰा बेपाৰी आदिक कापोৰ मिलৰ मालिकक बितৰकৰ आৱश्यक हैछे 
11686;धन;प्रकाৰৰ उपयोगी आৰु मूल्यबान बस्तुৰ समूह आगते गो धनৰ पৰाइ गोৱाल जातिৰ सम्पन्नताৰ आभास पोৱा गैछिल 
11687;योग, योग चिन;गणितत युक्त संयोग कৰा चिह्न अंकৰ प्रश्नटोत योग चिनৰ बिपৰीते बिय़ोग चिन दिछे 
11688;सुৰक्षित;याक भालदৰे ৰक्षा कৰा हैछे आपोनाৰ लʼৰाटो मोৰ ओचৰत सुৰक्षित 
11689;सुৰक्षित, निৰापद;हानि नोहोৱाकै थका स्थिति पৰिस्थिति आन्धाৰ होৱाৰ आगतेइ सुৰक्षित ठाइत गै उपनीत हʼलो 
11690;खोटालि, कुठৰी, कोष्ठ;सৰु कोठालि आमाৰ पुৰणि ৰान्धनिशालात पाँचटा खोटलि आछिल 
11691;खोटाली;कोठाৰ सৰु घৰ मुम्बाइत मानुहे खोटालीतेइ बसति कৰे 
11692;नभोचৰ, नभश्चৰ;आकाशत चला-फुৰा बिचৰण कৰोता पक्षी नभोचৰ प्राणी 
11693;जलचৰ, जल-चৰ;जलत बसति कৰोता माछ प्रकाৰৰ जलचৰ जीৱ 
11694;खेला, ৰं-धेमालि;तुच्छ अति साधाৰण भाৱे कৰा ब्यৱहाৰ निजৰ कामৰ सैते खेला कৰा नहय़ 
11695;सम्पूर्ण, पूৰा;अंश खण्डৰ गोटेइखिनि बेङेनाৰ आञ्जा बनाबৰ काৰणे सेइखिनि प्रथमे सम्पूर्णकै भाजिब लागे 
11696;खचৰा, पाण्डुलेख;काटि-कुटि शुद्ध कৰिब पৰा लिखनिৰ पूर्ब ৰूप मन्त्रीमहोदय़ৰ भाषणৰ खचৰा तैय़ाৰ 
11697;श्लिप, पुৰीय़ा;बिषय़े थाओकते लिखि थʼब पৰा कागजৰ सৰु टुकुৰा बोर्डৰ पৰीक्षात नकल कৰिबৰ काৰणे किछुमान लʼৰाइ श्लिप बनाइ 
11698;NULL;NULLNULL 
11699;NULL;NULLNULL 
11700;NULL;NULLNULL 
11701;ओपৰ;लिखा-मेलाৰ एकेबाৰे प्रथमत ओपৰत किछुमान उदाहৰण दिय़ा हैछे 
11702;ओपৰ, अधिक;बेछि चेनिखिनि दह किलोৰ ओपৰत 
11703;ओपৰৰ पৰा, देखात;देखात ৰामु ओपৰৰ पৰा इमान सৰल लागे, नहय़ 
11704;ताৰोपৰि, तदुपৰि;कथा कामৰ बाहिৰेओ एफाले भुल कৰिबि ताৰोपৰि कान्दिबिओ एइटो किबा कथा हʼल ! 
11705;घोल, मिहलि;मिला घोल खाइ योৱा चৰबतत चेनि घोल खाइ 
11706;बिलीन;लीन थका बैज्ञानिके जल-बिलीन तत्त्बबोৰৰ अनुसन्धान कৰि 
11707;NULL;NULLNULL 
11708;आमानत;(दৰकाৰ हʼले कामत अहाৰ बाबे) काৰोबाৰ ओपৰत ৰखा आनৰ बस्तु द्रब्य आपोनाৰ आमानत मोৰ ओचৰत सुৰक्षित 
11709;ৰाओना;यि कʼৰबाৰ पৰा ठाइलै गति कৰि कৰिछे दर्शनৰ ्काৰणे ৰाओना होৱा साधुसकल मन्दिৰत गै पालेगै 
11710;पठोৱा, ৰाओना;निर्दिष्ट कामৰ काৰणे प्रेৰण कৰा पर्यबेक्षणৰ काৰणे चৰकाৰৰ द्बाৰा पठोৱा दल इय़ात आहि पाइछेहि 
11711;कठोৰता;कठोৰ ब्यৱहाৰ केतिय़ाबा केतिय़ाबा पुलिचे अपৰाधीबोৰৰ ओचৰत कठोৰता प्रदर्शन कৰे 
11712;टान, कठिन, ्कर्कৰीय़ा;यिटो मोलाय़ेम नहय़ मथोते भाल नोहोৱाৰ बाबे खुर्माखिनि टान पৰिल 
11713;NULL;NULLNULL 
11714;खुৰोৱा;क्षुৰ आदिৰे मूৰৰ चुलि पৰिस्काৰ कৰा शिशुटोৰ चुलि खुৰोৱा हʼल 
11715;NULL;NULLNULL 
11716;NULL;NULLNULL 
11717;पर्दा, पৰदा;आँৰ कৰिब पৰा प्रकाৰৰ उपकৰण कोठाक बाँहৰ काठीৰे तैय़ाৰी पर्दाৰे चाৰि भागत बिभाजित कৰा हʼल 
11718;NULL;NULLNULL 
11719;पर्दा प्रथा, पৰदा प्रथा;स्त्री-सकले घৰৰ बाहिৰलै ओलाइ मानुहৰ सैते मिला-मिछा कৰिब नोৱाৰा प्राचीन प्रथा आजिओ आमाৰ देशৰ अञ्चलत पर्दा प्रथाৰ प्रचलन 
11720;NULL;NULLNULL 
11721;जीৱननि्र्बाह, जीৱनोपार्जन;जीৱिका नि्र्बाहৰ काৰणे धन अर्जन ्कৰा कार्य खेतिय़के निजৰ जीৱननि्र्बाहৰ ्काৰणे खेति कৰे 
11722;कৰयोग्य;याৰ यिहৰ ओपৰत कৰ लगाब पाৰि सकलोৱे निजৰ कৰयोग्य सम्पत्तिৰ बिৱৰण दिब लागिब 
11723;कৰयोग्य;याৰ ओपৰत कৰ, शुल्क लगोৱा हैछे तहचिलदाৰे मोৰ कৰयोग्य सम्पत्तिৰ हिचाप-निकाच कৰि 
11724;निर्दोष, दोषहीन, पापहीन, पापशूण्य, कलंकहीन, निष्कलंक;यʼत दोष नाथाके मइ आजिलैके सम्पूर्णৰूपे निर्दोष ब्यक्ति लग पोৱा 
11725;प्रय़ोग;कथा जानिबৰ काৰणे बुजिबৰ काৰणे पৰीक्षा, अनुसन्धान आदिৰ ৰूपत होৱा कार्य ्बा साधन प्रय़ोग कৰिबৰ काৰणे गৱेषणागाৰलै गʼलोँ 
11726;पढ़ा;किताप ৰचना आदित लिखित कथाৰ ज्ञान लाभ कৰिबलै ताक चकु फुৰोৱा कार्य भ्रमण कৰा समय़त काकत-आलोचनी पढ़ो 
11727;पढ़ा, अध्यय़न कৰा;शिक्षा ज्ञान लाभৰ काৰणे ग्रन्थ बहुबाৰ पढ़ा कार्य पৰीक्षाৰ आगत तेओँ सकलो बिषय़ भालदৰे पढ़िछे 
11728;पढ़ा;काৰोबाक शुनाबৰ काৰणे स्मৰणशक्तिৰे किताप आदिৰ पৰा मन्त्र, कबिता कोৱा जाह्नৱीय़े शंकৰाचार्यৰ भजगोबिन्दम स्बामीजीৰ आगत पढ़िले 
11729;सेৱा;नकৰ चाकৰৰ घৰटोৰ सेৱा मइ आजि कुৰि बछৰ धৰि कৰि आहिछो 
11730;सेৱन;खोৱा-बोৱा बस्तु बस्तु सामग्री कामत लगोৱा कार्य ৰक्तचापत पीड़ित ब्यक्तिय़े निय़मित ৰूपत औषध सेৱन कৰा 
11731;NULL;NULLNULL 
11732;NULL;NULLNULL 
11733;प्रखৰता, तीक्ष्णता;प्रखৰ होৱा अৱस्था भाब बिद्बानৰ बुद्धिৰ प्रखৰता सहजेइ चिनिब पाৰि 
11734;घेँहु;प्रकाৰ उद्भिद याৰ शष्य खाद्य ৰूपत ब्यৱहाৰ कৰा खेतिपथाৰत घेँहु ्हालिजालि 
11735;सेৱक;काৰोबाৰ धৰणৰ सेৱा आगबढ़ाओता आन्ना हाजाৰेʼ समाज सेৱक 
11736;खनि श्रमिक;खनित कৰा मजदुৰ श्रमिक खनिৰ मुखत पानी जमा होৱाৰ काৰणे केइजनमान खनिश्रमिक खनिৰ भितৰत सोमाइ थाकिल 
11737;उपयोगिता;कामत अहा लगा योग्यता बस्तुৰ उपयोगिता अनुयाय़ीहे इय़ाৰ चय़न कৰोँ 
11738;उपयोगिता;ब्यৱहाৰ प्रय़ोजनत अहा भाब अৱस्था जनताৰ उपयोगिताৰ लक्ष्य ৰाखि सुलभ शौचालय़ৰ ब्यৱस्था कৰा हैछे 
11739;चोৱा-चिताৰे, पৰीक्षा-निৰीक्षाৰे;भालदৰे चोৱाचिता कৰि यिकोनो बस्तु भालदৰे चोৱा-चिताৰे क्रय़ कৰि 
11740;लुटपात, लुट-पात;मानुहक माৰ-पित कৰि ्तेओँलोकৰ धन काढ़ि लोৱा कार्य डकाइते ठाकुৰৰ घৰत सोमाइ लुटपात कৰिले 
11741;डकाइति, अपहৰण कৰा, लुट कৰा, लुट-पात कৰा;काৰोबाৰ पৰा बलपूर्बकभ्ाৱे डका-हका दि बस्तु लोৱा कार्य पथत डकाइते पथिकक डकाइति कৰे 
11742;लुटा;अनुचितभाৱे लोৱा आजिकालि लʼৰा-छोৱालीৰ प्रৱेशৰ काৰणे बৰङणिৰ नामत शिक्षा संस्था समूहे लुटिछे 
11743;ठगा, लुटा;दाम लोৱा आजिकालिৰ दोकानीय़े ग्राहकक प्राय़ेइ ठगे 
11744;मोहा;काৰोबाक निजৰपिने आकर्षित कৰा एगৰाकी उद्भिन्न-यौৱनाৰ ৰेह-ৰूपे मोৰ मन मुहिले 
11745;NULL;NULLNULL 
11746;NULL;NULLNULL 
11747;बेय़ा लगा, दुख लगा;मानसिक कष्ट पीड़ा होৱा मोৰ लʼৰाटोৱे एइदৰे एको नोकोৱाकै गुचि योৱाৰ काৰणे मोৰ आजिओ बेय़ा लागे 
11748;NULL;NULLNULL 
11749;मननशील, चिन्तनशील;यि अनबৰते चिन्तन-मनन कৰि साधु-महात्मासकल मननशील 
11750;NULL;NULLNULL 
11751;फुटोৱा, छेद कৰा, बिन्धा कৰा;बस्तुक जोङा उपकৰणेৰे भेद कৰा कार्य बाढ़ैय़े मेज साजिबৰ काৰणे किछुमान काठ फुटाले 
11752;NULL;NULLNULL 
11753;बेकाৰी दोकानी, बेकाৰ;पाउৰुटि बनाइ बेचा लोक बेकाৰी दोकानीजनৰ पৰा दहटा पाउৰुटि किनि आनिलो 
11754;तिताभाब;तिता होৱा अৱस्था भाब टेङा दिले केৰेलाৰ तिताभाৱ कम 
11755;कठुৱा, कटु;याৰ स्बभाৱ भाल नहय़ तेओँৰ कठुৱा मात काৰो भाल नालागे 
11756;NULL;NULLNULL 
11757;खोना;खोना-खोनकै कथा कओँ्ताजन खोना लʼৰाटोৰ कथा मइ बुजिब पৰा नाछिलो 
11758;खोना;अस्पष्टकै कथा कोৱा ब्यक्ति खोनासकलৰ मनत हीन भाৱ आहि पৰे 
11759;NULL;NULLNULL 
11760;NULL;NULLNULL 
11761;NULL;NULLNULL 
11762;जय़ध्बनि, जय़-जय़काৰ;काৰोबाৰ बिजय़ पालन कৰा कार्य मन्त्री महोदय़ नि्र्बाचनत जिकाৰ लगे-लगे समर्थके तेओँৰ ्जय़ध्बनि कৰिबलै धৰिले 
11763;शुभ, पुण्य, मांगलिक;यिटो शुभ भाल शुभ कार्य आৰम्भ कৰोँते पलम कৰिब नालागे 
11764;अभिज्ञ, बिज्ञ;याৰ ओचৰत तथ्य खबৰ कामटो बिज्ञ अभिज्ञ ्अर्पण कৰक 
11765;निय़न्त्रणहीन, अनिय़न्त्रित;यि निय़न्त्रणत लेगाम छिङा घोँৰाटो निय़न्त्रणहीन पৰिल 
11766;प्रभाৱशाली, प्रभाৱशील, प्रभाৱी;याৰ दपदपनि प्रभाৱ प्रभाৱशाली ठाकुৰक गाँৱৰ सकलोৱे सन्मान कৰे 
11767;उद्धतालि, उच्छृंखलता, उदण्डता;उद्धत होৱाৰ अৱस्था भाৱ हाँहि उৰोৱाइ दिय़ाৰ फलत ताৰ उद्धतालि बाढ़ि गै 
11768;कु-ब्यৱस्था;यि ब्यৱस्था भाल नहय़ यि ब्यৱस्थात किहबाৰ अभाৱ बिबाहৰ कु-ब्यৱस्था देखि दৰाघৰीय़ा जाङुৰ खाइ उठिल 
11769;पोषक द्रৱ्य;पৰिपुष्टिৰ काৰणे आৱश्यकीय़ पोषक द्रৱ्य कमिले देहत धৰणৰ ৰोगे 
11770;पৰिपोषण, पोषण;पुष्ट पूৰठ कৰा कार्य आहाৰे आमाৰ देहৰ पৰिपोषण योगाय़ 
11771;बृद्धि, ्बर्धन, संबर्धन, बिकाश;बढ़ा बढ़ोৱा कार्य अज्ञानताइ आमाৰ अहंकाৰ बृद्धि कৰे 
11772;NULL;NULLNULL 
11773;NULL;NULLNULL 
11774;केँ्चा;याৰ तैय़ाৰ हʼबलै बाकी याक तैय़ाৰ कৰिबलै किछुमान प्रक्रिय़ा कৰिब लागे बेछिभाग कोम्पानीय़े केँ्चा सामग्री आमदानि कৰे 
11775;NULL;NULLNULL 
11776;NULL;NULLNULL 
11777;बिन्धा, बिन्धि थका;मनत आघात दिय़ा बिन्धा मोक तेओँৰ ्कथाटोৱे ৰै-ৰै बिन्धि 
11778;NULL;NULLNULL 
11779;NULL;NULLNULL 
11780;NULL;NULLNULL 
11781;सामञ्जस्यता;सामञ्जस्य होৱा अৱस्था भाब प्रदूषणे प्रकृतिৰ सामञ्जस्यतात प्रभाৱ पेलाय़ 
11782;NULL;NULLNULL 
11783;डाङৰीय़ा;पुৰुषसकलक कৰा एकल प्रकाৰৰ सम्बोधन डाङৰीय़ा ! मइ आपोनाৰ किबा सहाय़ सहाय़ कৰिब पाৰोँ नेकि ? 
11784;समानुपात;समान मात्रा पৰिमाणৰ घिउ आৰु मौ समानुपातत मिलाइ तैय़ाৰ कৰा मिश्रण बिषाक्त 
11785;NULL;NULLNULL 
11786;आड्डाथली;काৰणत थाकिब पৰा ৰोৱा ठाइ चाৰिआलिटो भिक्षाৰीৰ आड्डाथली 
11787;तबला;ताल ৰाखि बजाबৰ काৰणे काठৰ खोलात चामৰा मेৰिय़ाइ सजा एबिध युৰीय़ा बाद्य यʼत दाय़नाटोৰ आकाৰ डुगीटोतकै सৰु तबलाबादके तबला अभ्यास कৰि 
11788;स्मृतिशक्ति, स्मৰण शक्ति, स्मृति;मनत ৰाखिब पৰा शक्ति एइजन बिषय़ाৰ स्मृतिशक्ति अति ्दुर्बल 
11789;सोँ, सोँफाल;शৰीৰৰ यिटो फाल कोनोबाइ पूৱफाले मुख कৰि ठिय़ थका अৱस्थात दक्षिणৰ फाले मोৰ सोँफालৰ अंग कँपिछे 
11790;पलाल, पलाइ योৱा, भागि योৱा;पৰ-पुৰषৰ सैते स्त्री गुचि योৱा कार्य सीमा मोৰ ड्राइभाৰटोৰ लगत पलाल 
11791;माल, मालबस्तु;क्रय़-बिक्रय़ कৰा बस्तु तेओँ ्मालबस्तु किनिबलै गैछे 
11792;आस्तिक, ईश्बৰनिष्ठ;यि बेद, ईश्बৰ आৰु पৰलोक आदिৰ ओपৰत बिश्बास ৰाखे प्रकृत हिन्दु आस्तिक 
11793;आस्तिकता;बेद, ईश्बৰ आৰु पৰलोक आदित बिश्बास दुखी मनटोৱे आस्तिकताৰ सहाय़ लै सान्त्ब््ना लाभ कৰे 
11794;नास्तिक, निৰीश्बৰबादी, अनीश्बৰबादी;ईश्बৰৰ अस्तित्ब नमना ब्यक्ति नास्तिकक ् धर्मৰ ् कथा कʼबलै बৰ समस्या 
11795;नास्तिक, निৰीश्बৰबादी;यि बेद, ईश्बৰ, पৰलोक आदिৰ ओपৰत बिश्बास नाৰाखे चीनৰ अधिकसंख्यक लोक नास्तिक 
11796;ईश्बৰभक्त, आस्तिक, ईश्बৰबादी;ईश्बৰक बिश्बास कৰा लोक महाशिৱৰात्रिৰ शुभमुहूर्तत शिৱ मन्दिৰৰ सन्मुखत ईश्बৰभक्तৰ भिৰ हैछिल 
11797;ৰेहाइ;कथा कामৰ स्बतन्त्रता चुबुৰीय़ासकले निजৰ लʼৰा-छोৱालीक बৰ ৰेहाइ दि ৰाखिछे 
11798;थका, थाकि योৱा;असाৱधानताৰ काৰणे कामৰ अंशत मनोयोग आकर्षित नोहोৱा कार्य ৰै योৱा कार्य आपुनि मगजुटो ठाण्डा कৰि ৰाखिलेहेतेँन तेनेहʼले एइटो थाकि नायाय़ 
11799;धर्मनिष्ठा;धर्मৰ ओपৰत बिश्बास माय़ा-जालत पৰि महॎ लोकৰो धर्मनिष्ठात केतिय़ाबा आउल लागे 
11800;बिश्बास;चित्त मनৰ सदबृत्ति भाल स्बभाৱ आजिकालि पृथिৱीत बिश्बासৰ मूल्य 
11801;मुग्ध, मोहित, मोहाबिष्ट;मोह भ्रमत पৰा भगৱानৰ मोहिनी ৰूप देखि नाৰद मुनि मुग्ध हʼल 
11802;तापगतिशील;तापगति बिज्ञान सम्बन्धीय़ तापगति बिज्ञानৰ प्रबाहित थका शक्तिৰ तापगतिशील मात्रा नि्र्णय़ कৰक 
11803;काम;इन्द्रिय़समूहৰ निज निज बासनाৰ आसक्ति काम, क्रोध, लोभ, मोह मानुहৰ शत्रु 
11804;काम, काम-बासना, कामुकता;सहबास मैथुनৰ इच्छा ब्रह्मचाৰीय़े काम-बासनाৰ ओपৰत जय़लाभ कৰिहे निजৰ ब्रत पालन कৰे 
11805;शीलताहीन, निलाज;याৰ संकोचबोध नाथाके मइ शीलताहीन लोकৰ पৰा दूৰतेइ थाको 
11806;बिध्बस्त, उचन;भाङि-चिङि पৰि थका बिध्बस्त घৰटो देखि कृषकजने कान्दि पेलाले 
11807;NULL;NULLNULL 
11808;NULL;NULLNULL 
11809;NULL;NULLNULL 
11810;सभा, पৰिषद, समिति, कमिटि;मानुहৰ आनुष्ठानिक दल संगठन फेब्रुৱाৰीत संसद सभा भंग कৰा हʼब 
11811;अपोषित;याৰ भालदৰे पोषण होৱा अपोषित महिलाৰ गर्भत ्बाढ़ि अहा केचुৱा ৰोगৰ चिकाৰ हʼबलगीय़ा 
11812;टनिक;बৱ, बी्र्य बृद्धि कৰा औषध डाक्तৰे ৰोगीक छमाहलैके टनिक खबलै कैछे 
11813;बलबर्द्धक, शक्ति्बर्द्धक;बल बृद्धि कৰा च्यৱनप्राछ एबिध ्बलबर्द्धक औषध 
11814;कृति;चित्र, ग्रन्थ, बास्तु आदिৰ ৰूपत बनोৱा बस्तु ताजमहल बिश्बৰ सर्बोत्तम कृतिबोৰৰ भितৰत अन्यतम 
11815;हिचाप-निकाच, हिचाब-निकाच, हिचाप, हिचाब;आय़-ब्यय़ आदिৰ बिৱৰण बेंक कर्तृपक्षइ प्रतिमाहते हिचाप-निकाच कৰे 
11816;उन्मत्त;काबु नाथाके उन्मत्त हातीटोक धৰाৰ प्रय़ास चलि 
11817;श्रीमति;स्त्रीৰ नामৰ आगत लगोৱा आदৰसूचक सम्बोधन सभात श्रीमति ৰमा पाৱाৰ आৰु श्रीमति उर्मिला नागৰाजनेओ अंशग्रहण कৰिब 
11818;NULL;NULLNULL 
11819;NULL;NULLNULL 
11820;छन्द;बर्ण, ्मात्रा गणनाৰे होৱा पद्यৰ बाक्य ৰचना दुलৰी, झुमुৰी, कुसुममाला छन्दৰ प्रकाৰ 
11821;NULL;NULLNULL 
11822;NULL;NULLNULL 
11823;NULL;NULLNULL 
11824;NULL;NULLNULL 
11825;बिৰक्त;आमनि लगा कार्य ्बा भाब माৰ उपदेश शुनि-शुनि मोৰ मन बिৰक्त हʼल 
11826;बिৰक्ति;आमनि लगा पৰिस्थिति दिनৰ दिनटो सन्मिलनत सकलोৰे बक्तृता शुनि-शुनि एतिय़ा बिৰक्ति लागि गैछे, बʼला अलप फुৰि आहोँ 
11827;जन्मगत, जन्मसिद्ध;यिटो जन्मसूत्रे लाभ कৰा हैछे स्बाधीनता आमाৰ जन्मगत अधिकाৰ 
11828;टोटकाली;एजनৰ कथा आन एजनक लगोৱा साहिले दिनৰ दिनटो टोटकाली कৰि फुৰे 
11829;एৰाइ योৱा, सुलकि योৱा, मुक्त होৱा, बन्धन मुक्त होৱा, उन्मुक्त होৱा;बान्धि थोৱा फान्दत पৰा बस्तु आँतৰि योৱा कार्य माछबोৰ जालৰ पৰा एৰाइ गʼल 
11830;एৰि अहा;पिछत ৰै योৱा मइ यʼत नामिब लागिछिल ष्टेचन एৰि आहिलोँ 
11831;गुचा, एৰाइ योৱा, आँत््ৰा;अंकन कৰा चिह्न नथका चार्फत ्कापोৰ धुले कापोৰৰ दाग, चेका गुचे 
11832;NULL;NULLNULL 
11833;छुटी होৱा;कार्य ्बा समाप्त होৱा आमाৰ बिद्यालय़ चाৰिबजात छुटी 
11834;ৰै योৱा, बाद पৰिल;काৰणत नोहोৱाकै थाकि योৱा पৰीक्षात मोৰ दुटा प्रश्न ৰै गʼल 
11835;नाद, घोष;समय़ धৰि बाजि थका तीब्र ध्बनि युद्धৰ नाद शुनि भीৰुबोৰৰ बुकु कँपि उठिल 
11836;चला;सम्बन्ध, ब्यৱहाৰ भालदৰे चलि थका चोৱायाओक, मिछाৰ आधाৰत गढ़ लोৱा सम्पर्क किमान 
